														
Analyse du cycle de vie des produits	id: + 2076													
Suite à ça, combien de fois a-t-il changé d'aspect ?	1	2	3	4		ANSWERS	2							
Depuis quand le drapeau a l'aspect qu'on lui connaît actuellement ?	1977	1986	1989	1998		ANSWERS	1977							
Comment les Espagnols désignent leur drapeau ?	la horizontal	la más allá	la amarilla	la rojigualda		ANSWERS	la rojigualda							
Les couleurs du drapeau sont communes aux drapeaux de quels royaumes d'Espagne ?	Castilla, Cataluña, Navarra	Córdoba, Aragón, Cantabría	Castilla, Navarra, Aragón	Granada, País Vasco, La Rioja		ANSWERS	Castilla, Navarra, Aragón							
Quelle est la largeur de chaque bande de couleur ?	les trois bandes ont la même largueur	la bande rouge supérieure est plus large que les deux autres bandes	la bande rouge inférieure est moins large que les deux autres	la bande jaune a la largeur des deux bandes rouges réunies		ANSWERS	la bande jaune a la largeur des deux bandes rouges réunies							
Que signifie l'expression latine Plus Ultra qui apparaît sur le blason au centre du drapeau ?	más allá (= au-delà)	nunca más (= plus jamais)	más uvas (= plus de raisins)	por qué no (= pourquoi pas)		ANSWERS	más allá (= au-delà)							
Que symbolisent les deux colonnes de chaque côté du blason ?	l'Espagne et l'Amérique Latine	les Iles Canaries et les Iles Baleares	le royaume de Castilla et le royaume de Aragón	l'Espagne et Ceuta y Melilla		ANSWERS	l'Espagne et Ceuta y Melilla							
														
La cortesia (les civilités)	id: + 3418													
Quand je prends un appel, je dis ?	¿ aló ?	¿ pronto ?	¿ sí ?	¿ diga ?		ANSWERS	¿ diga ?							
Quel est l'équivalent de « C 'est Pierre à l'appareil » ?	Es Pedro	Está Pedro	Habla Pedro	Pedro		ANSWERS	Habla Pedro							
Comment demander aux personnes alentour de libérer le chemin ?	¿ Tienen permiso ?	¡ Fuera !	¡ Con permiso !	¿ aló ?		ANSWERS	¡ Con permiso !							
Quand vous laissez passer quelqu'un avant vous, vous dites ?	Pase primero	Después de usted	Un paso pa'lante	Usted primero		ANSWERS	Pase primero							
Comment féliciter quelqu'un ?	¡ Cool !	¡ Bien hecho !	¡ Enhorabuena !	¡ Arriba !		ANSWERS	¡ Enhorabuena !							
Comment encourager quelqu'un ?	¡ Dalo todo !	¡ Tú sí puedes !	¡ Olé !	¡ Adelante !		ANSWERS	¡ Tú sí puedes !							
Que dit-on le soir du 31 décembre ?	¡ Felices nosotros !	¡ Larga vida !	¡ Que viva la fiesta !	¡ Feliz Noche Vieja !		ANSWERS	¡ Feliz Noche Vieja !							
Avec quel mot trinque-t-on en Espagne ?	¡ Salud !	¡ Amor !	¡ Dinero !	¡ Felicidad !		ANSWERS	¡ Salud !							
Quand je demande à quelqu'un de me rendre un service ou de me fournir une information, quelle formule va terminer ma demande ?	¿ gracias ?	¿ por favor ?	¿ con gusto ?	¿ rápido ?		ANSWERS	¿ por favor ?							
Quand quelqu'un éternue, je dis ?	¡ Salud !	¡ Felicidad !	¡ Olé !	¡ Jesús !		ANSWERS	¡ Jesús !							
														
Les espaces productifs français	id: + 3419													
A quel rang européen se situe la puissance agricole française ?	Le premier	Le deuxième	La troisième	Le quatrième		ANSWERS	Le premier							
Parmi ces types d’agriculture, lequel n’est pas bien intégré dans la mondialisation ?	La grande culture céréalière	L’élevage intensif	La polyculture	Les cultures tropicales		ANSWERS	La polyculture							
Quels espaces sont marqués par la reconversion ?	Les métropoles	Les régions du Nord et de l’Est de la France	Les régions du littoral français	Les régions de l’Ouest de la France		ANSWERS	Les régions du Nord et de l’Est de la France							
Qu’est-ce que la délocalisation ?	La diminution ou la disparition de l’activité industrielle	L’ensemble des activités qui interviennent dans la fabrication industrielle	Le transfert d’une unité de production vers des pays étrangers aux coûts moins importants	Un regroupement d’entreprises, d’établissements d’enseignement supérieur et d’organismes de recherche qui travaillent ensemble pour mettre en œuvre des projets de développement économique pour l’innovation		ANSWERS	Le transfert d’une unité de production vers des pays étrangers aux coûts moins importants							
Comment s’appelle une métropole ayant une forte concentration d’activités de haute technologie ?	Un technopôle	Un pôle de compétitivité	Une technopole	Une métropole mondiale		ANSWERS	Une technopole							
A quelle activité correspond le secteur tertiaire ?	Agriculture	Pêche	Service	Industrie		ANSWERS	Service							
Quel pourcentage de la population active française travaille dans le secteur tertiaire ?	50%	65%	75%	85%		ANSWERS	75%							
A quel rang mondial se place la France pour le tourisme ?	Au premier rang mondial	Au deuxième rang mondial	Au troisième rang mondial	Au quatrième rang mondial		ANSWERS	Au premier rang mondial							
Où se situent majoritairement les activités de services ?	Dans le Nord de la France	Sur les littoraux	Dans l’Ouest de la France	A proximité des métropoles		ANSWERS	A proximité des métropoles							
Comment s’appelle la chaîne de montagne située à la frontière avec l’Espagne ?	Les Pyrénés	Les Pirénées	Les Pyrénée	Les Pyrénées		ANSWERS	Les Pyrénées							
														
Los sentimientos y las emociones (les sentiments et les émotions)	id: + 3421													
Quelle question pose-t-on pour savoir comment va quelqu'un ?	¿ Dónde estás ?	¿ Cómo estás ?	¿ Dónde andas ?	¿ Dónde llegas ?		ANSWERS	¿ Cómo estás ?							
Comment répondre à la question précédente ?	Estoy bien.	Estoy bueno.	Llego mañana.	Todo normal.		ANSWERS	Estoy bien.							
Si un adjectif finit par -ado/-ido, de quel type d'adjectif il s'agit ?	un adjectif irrégulier	un adjectif neutre	un adjectif verbal	un adjectif pluriel		ANSWERS	un adjectif verbal							
Comment dire « je suis surprise » en espagnol ?	Estoy surpriso	Estoy sorpresa	Estoy sorprender	Estoy sorprendida		ANSWERS	Estoy sorprendida							
Pour dire qu'une situation me fait peur, j'utilise quelle expression  ?	darme miedo	estar miedoso	poner miedoso	sentir miedo		ANSWERS	darme miedo							
Si j'utilise le verbe dar, comment je le conjugue ?	à toutes les personnes	à la troisième personne du singulier et du pluriel	à la première personne du singulier	à la troisième personne du pluriel		ANSWERS	à la troisième personne du singulier et du pluriel							
Avec dar, comment j'exprime qui ressent l'émotion ?	par le prénom	par le type d'émotion	par le pronom COI	par l'intonation		ANSWERS	par le pronom COI							
Si j'utilise le verbe ponerse, j'utilise quel type de mot pour décrire mon émotion ?	un substantif	un adverbe	un adjectif	les 3 propositions précédentes		ANSWERS	un adjectif							
Si j'utilise ponerse, comment je le conjugue ?	à toutes les personnes	à la troisième personne du singulier et du pluriel	à la première personne du singulier	à la troisième personne du pluriel		ANSWERS	à toutes les personnes							
Que signifie ponerse negro ?	être très bronzé	se mettre en colère	avoir très mal	avoir peur du noir		ANSWERS	se mettre en colère							
														
Le Parlement européen	id: + 3422													
Dans laquelle de ces villes ne retrouve-t-on pas le Parlement européen ?	Bruxelles	La Haye	Strasbourg	Luxembourg		ANSWERS	La Haye							
Comment sont regroupés les députés européens au Parlement ?	Par importance de pays	Par revenus	Par famille politique	Par nationalité		ANSWERS	Par famille politique							
Quel est le nombre minimum de députés européens par pays ?	8	7	6	5		ANSWERS	6							
Quel est le nombre maximum de députés européens par pays ?	98	97	95	96		ANSWERS	96							
En fonction de quel critère détermine-t-on le nombre de député européen par pays ?	L'influence sociale	Le PIB	La population	Le poids politique		ANSWERS	La population							
Parmi ces rôles, lequel ne fait pas partie de ceux du Parlement européen ?	L'examen et l'adoption du budget de l'Union Européenne avec le Conseil	Le contrôle sur les activités des institutions de l'Union européenne pour en garantir le fonctionnement démocratique	La définition des orientations générales et les priorités politiques de l'UE	L'examen et l'adoption des actes législatifs européens avec le Conseil		ANSWERS	La définition des orientations générales et les priorités politiques de l'UE							
Quel pouvoir se partagent le Parlement et le Conseil de l'UE ?	Tous les pouvoirs	Le pouvoir législatif	Le pouvoir judiciaire	Le pouvoir exécutif		ANSWERS	Le pouvoir législatif							
Comment appelle-t-on les membres du Parlement européen ?	Les députés	Les commissaires	Les ministres	Les représentants		ANSWERS	Les députés							
Pour quelle durée sont élus les membres du Parlement européen ?	3 ans	6 ans	4 ans	5 ans		ANSWERS	5 ans							
Avec quelle institution européenne le Parlement adopte-t-il le budget de l'UE ?	Le Fonds européen d'investissement	La Banque centrale européenne	Le Comité économique et social européen	Le Conseil de l'UE		ANSWERS	Le Conseil de l'UE							
														
Le droit de vote	id: + 3425													
L'inscription sur les listes électorales est :	Obligatoire pour pouvoir voter	Payante	Accessible aux mineurs	Ouverte à toutes les personnes ne disposant pas de la nationalité française		ANSWERS	Obligatoire pour pouvoir voter							
Le droit de vote en France est :	Universel, légal et discret	Obligatoire, universel et secret	Censitaire, légal et secret	Universel, égal et secret		ANSWERS	Universel, égal et secret							
A quel président doit-on le droit de vote à 18 ans ?	Valéry Giscard d'Estaing	Georges Pompidou	Charles de Gaulle	René Coty		ANSWERS	Valéry Giscard d'Estaing							
En quelle année les femmes ont-elles eu accès au droit de vote ?	En 1944	En 1848	En 1792	En 1789		ANSWERS	En 1944							
Quand le suffrage universel masculin est-il apparu en France ?	En 1944	En 1848	En 1792	En 1789		ANSWERS	En 1792							
D'où la démocratie tire-t-elle ses origines ?	Des Etats-Unis	D'Italie	De Grèce	De France		ANSWERS	De Grèce							
Durant une élection au suffrage censitaire, qui peut voter ?	Seulement les citoyens payant une contribution	Seulement les riches	Tous les citoyens	Seulement les hommes		ANSWERS	Seulement les citoyens payant une contribution							
Durant une élection au suffrage universel, qui peut voter ?	Les grand électeurs	Seulement les hommes	Tous les Français de plus de 21 ans	Tous les citoyens		ANSWERS	Tous les citoyens							
A quoi sert le droit de vote ?	A devenir un citoyen	A exprimer la souveraineté du peuple	A rien	A avoir la nationalité française		ANSWERS	A exprimer la souveraineté du peuple							
Laquelle de ces élections se fait au scrutin indirect ?	Les élections européennes	Les élections sénatoriales	Les élections présidentielles	Les élections municipales		ANSWERS	Les élections sénatoriales							
														
La France défaite et occupée : Régime de Vichy, collaboration, Résistance.	id: + 3428													
Comment s’appelle la période pendant laquelle les soldats français sont stationnés derrière la ligne Maginot ?	La guerre éclair	La drôle de guerre	La débâcle	L’exode		ANSWERS	La drôle de guerre							
Quand l’armistice entre la France et l’Allemagne est-il signé ?	Le 8 mai 1940	Le 22 juin 1940	Le 18 juin 1940	Le 17 juin 1940		ANSWERS	Le 22 juin 1940							
Comment s’appelle le programme politique du régime de Vichy ?	La révolution démocratique	La liberté au peuple	La révolution nationale	La nation au peuple		ANSWERS	La révolution nationale							
Comment s’appelle la police politique du régime de Vichy ?	La Gestapo	La Milice	Le NKVD	Les SA		ANSWERS	La Milice							
Qu’est-ce que le STO ?	Le Service Technique des Ouvriers	Le Service du Travail des Ouvriers	Le Service du Travail Obligatoire	La Situation de Travail des Ouvriers		ANSWERS	Le Service du Travail Obligatoire							
Qu’affirme le premier statut des juifs (octobre 1940) ?	Ils doivent se faire recenser	Leurs biens sont récupérés par l’État	Les préfets ont l’ordre d’interner les juifs étrangers	Les Juifs sont exclus de certains métiers		ANSWERS	Les Juifs sont exclus de certains métiers							
Quand le port de l’étoile jaune est-il imposé en zone occupée pour les Juifs ?	À partir de juin 1940	À partir de mars 1941	À partir de mai 1942	À partir d’avril 1943		ANSWERS	À partir de mai 1942							
Combien de Juifs sont arrêtés dans Paris et la banlieue parisienne à l’occasion de la rafle du Vel’ d’Hiv ?	Environ 13 000	Environ 8000	Environ 15 000	Environ 10 000		ANSWERS	Environ 13 000							
Quand le général de Gaulle prononce-t-il son célèbre appel radiodiffusé à la BBC ?	Le 16 juin 1940	Le 17 juin 1940	Le 18 juin 1940	Le 22 juin 1940		ANSWERS	Le 18 juin 1940							
Qui crée le CNR ?	Le Maréchal Pétain	Laval	De Gaulle	Jean Moulin		ANSWERS	Jean Moulin							
														
Démocraties fragilisées et expériences totalitaires dans l'Europe de l'entre-deux-guerres	id: + 3429													
Quels sont les partis qui forment le Front populaire français ?	Le parti socialiste, les radicaux et le parti centriste	Le parti communiste et le parti socialiste	Les radicaux et les Ligues	Le parti socialiste, le parti communiste et les radicaux		ANSWERS	Le parti socialiste, le parti communiste et les radicaux							
Qu’est-ce que le NSDAP ?	Le nom de la police politique soviétique	Le nom du parti nazi allemand	Le nom de la police politique allemande	Le nom de l’assemblée composée d’ouvriers, de paysans et de soldats soviétiques		ANSWERS	Le nom du parti nazi allemand							
A quelles dates Hitler est-il au pouvoir en Allemagne ?	1936-1945	1933-1944	1933-1945	1931-1945		ANSWERS	1933-1945							
Quand commence la Grande Dépression aux Etats-Unis ?	En octobre 1930	En octobre 1928	En octobre 1927	En octobre 1929		ANSWERS	En octobre 1929							
Parmi les propositions suivantes, laquelle est fausse ?	L’URSS stalinienne est un régime communiste au parti unique	L’URSS stalinienne met en place la collectivisation des moyens de production et d’échanges.	L’URSS stalinienne se dote d’une police politique, la Gestapo, chargée de déporter les opposants au régime.	L’URSS stalinienne place les opposants au régime dans des goulags.		ANSWERS	L’URSS stalinienne se dote d’une police politique, la Gestapo, chargée de déporter les opposants au régime.							
Comment s’appelle la nuit du 9 au 10 novembre 1938, pendant laquelle des Juifs sont tués ou déportés et leurs biens détruits ?	La Nuit des Longs Couteaux	La Nuit du Verre	La Solution Finale	La Nuit de Cristal		ANSWERS	La Nuit de Cristal							
Quand a lieu la conférence de Munich ?	1935	1938	1939	1936		ANSWERS	1938							
Parmi les propositions suivantes, laquelle est fausse ?	Les soviétiques aident le camp nationaliste pendant la guerre civile espagnole.	L’Italie et l’Allemagne offrent une aide militaire de 60 000 hommes au camp nationaliste.	L’Italie et l’Allemagne offrent une aide matérielle aux nationalistes.	Le Royaume-Uni et la France n’interviennent pas dans le conflit.		ANSWERS	Les soviétiques aident le camp nationaliste pendant la guerre civile espagnole.							
Comment s’appelle les accords signés le 7 juin 1936 par le Front populaire ?	Les Accords de l’Elysée	Les Accords de Matignon	Les Accords de Paris	La loi Travail		ANSWERS	Les Accords de Matignon							
Quelles sont les dates de la guerre civile espagnole ?	1935-1938	1936-1938	1936-1939	1934-1935		ANSWERS	1936-1939							
														
Repérage et identification de procédés destinés à étayer une argumentation	id: + 3430													
La visée du texte argumentatif c’est :	Expliquer et informer.	Décrire et développer.	Raconter et prouver.	Convaincre et persuader.		ANSWERS	Convaincre et persuader.							
Les procédés argumentatifs c’est :	L’ensemble des moyens démontrant la validité d’une thèse.	L’ensemble des moyens pour émouvoir le destinataire.	L’ensemble des moyens pour lier les idées de manière explicite.	L’ensemble des moyens pour illustrer un argument.		ANSWERS	L’ensemble des moyens démontrant la validité d’une thèse.							
Les modalisateurs sont :	Les mots qui établissent des liens logiques implicites.	Les mots qui montrent l’appréciation de l’énonciateur.	Les mots qui établissent des liens logiques explicites.	Les mots qui dénoncent au second degré.		ANSWERS	Les mots qui montrent l’appréciation de l’énonciateur.							
Déduire c’est :	Partir d’une action générale et en tirer les conséquences particulières.	Partir d’un exemple en particulier et l’établir en principe.	Opposer des arguments paraissant supérieurs.	Admettre en partie un argument qui s’oppose à sa propre thèse.		ANSWERS	Partir d’une action générale et en tirer les conséquences particulières.							
Concéder c’est :	Partir d’un exemple en particulier et l’établir en principe.	Opposer des arguments paraissant supérieurs.	Admettre en partie un argument qui s’oppose à sa propre thèse.	Partir d’une action générale et en tirer les conséquences particulières.		ANSWERS	Admettre en partie un argument qui s’oppose à sa propre thèse.							
La phrase emphatique :	Renforce l’obligation.	Met en relief une information.	Exprime des sentiments forts.	Souligne le doute.		ANSWERS	Met en relief une information.							
La phrase impersonnelle :	Met en relief une information.	Renforce l’obligation.	Exprime des sentiments forts.	Souligne le doute.		ANSWERS	Renforce l’obligation.							
La gradation est une figure de style qui :	Enumère les éléments d’une idée.	Répète en début de proposition l’élément essentiel.	Hiérarchise les éléments d’une idée.	Met en relief l’élément essentiel.		ANSWERS	Hiérarchise les éléments d’une idée.							
Les figures de l’ironie :	Dénoncent au second degré.	Critiquent de manière explicite.	Soulignent les points communs.	Opposent partiellement les idées.		ANSWERS	Dénoncent au second degré.							
Quelle phrase est fausse ?	L’antiphrase consiste à dire le contraire de ce que l’on pense.	Le paradoxe consiste à présenter un jugement neutre.	Les indices de la subjectivité révèlent l’opinion de l’auteur.	La question rhétorique implique une réponse connue d’avance.		ANSWERS	Le paradoxe consiste à présenter un jugement neutre.							
														
Eléments d'analyse de l'image	id: + 3431													
Présenter l’image c’est :	Donner de manière objective les références et la nature de l’œuvre.	Rappeler les informations littéraires, historiques et culturelles liées à l’œuvre.	Indiquer de manière précise ce qui est représenté et souligner ce qui guide le regard de l’observateur.	Donner un avis justifié mis en relation avec d’autres critiques.		ANSWERS	Donner de manière objective les références et la nature de l’œuvre.							
Mettre en contexte l’image c’est :	Indiquer de manière précise ce qui est représenté et souligner ce qui guide le regard de l’observateur.	Donner un avis justifié mis en relation avec d’autres critiques.	Donner de manière objective les références et la nature de l’œuvre.	Rappeler les informations littéraires, historiques et culturelles liées à l’œuvre.		ANSWERS	Rappeler les informations littéraires, historiques et culturelles liées à l’œuvre.							
Décrire l’image c’est :	Evoquer les réactions à l’époque, son intérêt historique ou artistique.	Commenter avec précision ce qui est représenté et souligner ce qui guide le regard de l’observateur.	Souligner les références à d’autres images ressemblantes (du même moment, du même thème, d’un autre artiste…).	Souligner l’impression d’ensemble en analysant les effets produits par les jeux de couleur et de lumière reliés aux sens et aux émotions.		ANSWERS	Commenter avec précision ce qui est représenté et souligner ce qui guide le regard de l’observateur.							
Interpréter c’est :	Indiquer de manière précise ce qui est représenté et souligner ce qui guide le regard de l’observateur.	Donner un avis justifié mis en relation avec d’autres critiques.	Evoquer les réactions à l’époque, son intérêt historique ou artistique.	Souligner les références à d’autres images ressemblantes (du même moment, du même thème, d’un autre artiste…).		ANSWERS	Donner un avis justifié mis en relation avec d’autres critiques.							
Le plan rapproché c’est :	Une manière de cadrer de la tête à mi-cuisse. Il permet de bien montrer plusieurs personnages à la fois.	Une manière de cadrer le personnage de la tête à la taille, ce qui crée une certaine intimité.	Une manière de cadrer qui se concentre totalement sur un détail, par exemple un œil, un canon de revolver.	Une manière de cadrer un personnage qui est situé dans un décor, c’est ce dernier qui est important.		ANSWERS	Une manière de cadrer le personnage de la tête à la taille, ce qui crée une certaine intimité.							
Le cadre c’est :	L’espace dans lequel on donne l'image à regarder.	L’espace composé par l’ensemble des décors.	Le choix artistique de ce qu'on veut montrer.	Le plan privilégié pour les dialogues.		ANSWERS	L’espace dans lequel on donne l'image à regarder.							
Les lignes de forces c’est :	L’ensemble des segments de ligne droite qui se rejoignent en un point.	L’ensemble des diagonales, verticales, horizontales, courbes.	L’ensemble des limites entre le cadre et le hors-cadre.	L’ensemble des axes qui créent un effet de profondeur.		ANSWERS	L’ensemble des diagonales, verticales, horizontales, courbes.							
L’angle de vue en plongée c’est :	Quand le récepteur semble se situer au-dessus de l'élément présenté.	Quand le récepteur semble se situer face à l'élément présenté.	Quand le récepteur semble se situer en-dessous de l'élément présenté.	Quand le récepteur semble se situer au plus près d’un détail.		ANSWERS	Quand le récepteur semble se situer au-dessus de l'élément présenté.							
La composition c’est :	La manière dont l’observateur de l’image va la percevoir.	L'ensemble des contrastes qui souligne le sujet de l’image.	L’ensemble des points d'intersection des lignes de force.	L’ensemble des éléments concernant l'organisation de l'espace à l'intérieur du cadre, mais aussi l'organisation du temps.		ANSWERS	L’ensemble des éléments concernant l'organisation de l'espace à l'intérieur du cadre, mais aussi l'organisation du temps.							
Quelle phrase est fausse ?	Un angle de vue en contre-plongée c’est quand le récepteur semble se situe en-dessous de l'élément présenté. Le point d'observation se situe plus bas que le sujet.	La lecture naturelle de l'image c’est le fait que le regard de l’observateur balaye l’image en suivant les lignes de fuites.	L’axe vertical, découpe l'image en deux parties, il sépare la gauche de la droite mais aussi le passé (à gauche) du futur (à droite).	Le champ relève du vocabulaire cinématographique.		ANSWERS	La lecture naturelle de l'image c’est le fait que le regard de l’observateur balaye l’image en suivant les lignes de fuites.							
														
Eléments d'analyse d'oeuvres théâtrales	id: + 3432													
Un quiproquo c’est :	Un rebondissement inattendu qui permet de faire avancer l’intrigue.	Un malentendu entre personnages qui ralentit l’intrigue.	Un échange rapide de répliques courtes et vives.	Une suite de péripéties.		ANSWERS	Un malentendu entre personnages qui ralentit l’intrigue.							
La double énonciation c’est :	Le fait que les paroles sont destinées aux comédiens et au public.	La présentation de la situation initiale.	Une réplique prononcée à l’insu d’un autre, à l’intention du public.	Le fait que deux personnages parlent en même temps.		ANSWERS	Le fait que les paroles sont destinées aux comédiens et au public.							
Le schéma actanciel dans le bon ordre c’est :	Le nœud, l’exposition, les péripéties, le dénouement.	L’exposition, le nœud, les péripéties, le dénouement.	L’exposition, les péripéties, le nœud, le dénouement.	Le dénouement, les péripéties, le nœud, l’exposition.		ANSWERS	L’exposition, le nœud, les péripéties, le dénouement.							
Le monologue c’est :	Une réplique prononcée par un personnage à destination d’un autre.	Une longue réplique sans interruption.	Une réplique prononcée par un personnage seul.	Une réplique courte dite à l’insu d’un autre personnage.		ANSWERS	Une réplique prononcée par un personnage seul.							
La règle des 3 unités concerne :	L’intrigue, la vraisemblance, les relations entre personnage.	Le temps, le lieu, l’action.	La bienséance, les événements, l’espace scénique.	Le lieu, l’action et la bienséance.		ANSWERS	Le temps, le lieu, l’action.							
La scène c’est :	L’échange verbal entre deux ou plusieurs personnages.	Le lieu fixé par l’auteur représenté grâce aux décors	L’unité la plus courte de la pièce.	La confrontation de deux personnages.		ANSWERS	L’unité la plus courte de la pièce.							
L’espace scénique c’est :	Le lieu « physique » où jouent les acteurs, délimité par l’estrade.	Le lieu que la scène doit représenter.	Le lieu d’origine ou de destination, situé dans les coulisses.	Le lieu unique qu’impose « l’unité de lieu ».		ANSWERS	Le lieu « physique » où jouent les acteurs, délimité par l’estrade.							
Le metteur en scène propose :	Une interprétation de la pièce.	Une scénographie pour la pièce.	Un décor pour la pièce.	Une distribution des rôles uniquement.		ANSWERS	Une interprétation de la pièce.							
L’exposition c’est :	Une page précède le texte et présente les personnages.	L'ensemble des conflits qui entravent l'action.	La présentation de la situation initiale.	La mise en avant des personnages principaux.		ANSWERS	La présentation de la situation initiale.							
Quelle phrase est fausse ?	Le sujet désire un objet.	Le sujet est aidé par des adjuvants.	L'objet est promis par un destinataire à des destinateurs.	Le sujet est un élément du schéma actanciel.		ANSWERS	L'objet est promis par un destinataire à des destinateurs.							
														
Connaissance des principales fonctions et caractéristiques des discours	id: + 3434													
La visée d’un discours c’est :	Le but exprimé par l’énonciateur.	Le message attendu par le destinataire.	La thèse soutenue par l’émetteur.	L’objectif toujours atteint par un personnage.		ANSWERS	Le but exprimé par l’énonciateur.							
Le discours narratif :	Répond à une question.	Présente des personnages et le déroulement d’actions.	Exprime une thèse.	Montre, caractérise, qualifie.		ANSWERS	Présente des personnages et le déroulement d’actions.							
Les modalisateurs sont :	Les termes qui établissent des liens logiques implicites.	Les mots qui montrent l’appréciation de l’énonciateur.	Les connecteurs qui établissent des liens logiques explicites.	Les définitions contenues dans les arguments.		ANSWERS	Les mots qui montrent l’appréciation de l’énonciateur.							
Le discours argumentatif :	Répond à une question.	Présente des personnages et le déroulement d’actions.	Exprime une thèse.	Montre, caractérise, qualifie.		ANSWERS	Exprime une thèse.							
Concéder c’est :	Suivre un schéma actanciel.	Opposer des arguments paraissant supérieurs.	Admettre en partie un argument qui s’oppose à sa propre thèse.	Donner un mode d’emploi au lecteur.		ANSWERS	Admettre en partie un argument qui s’oppose à sa propre thèse.							
Le discours explicatif :	Répond à une question.	Présente des personnages et le déroulement d’actions.	Exprime une thèse.	Montre, caractérise, qualifie.		ANSWERS	Répond à une question.							
« Réfuter », « concéder », « convaincre » et « persuader » sont :	Des verbes d’action.	Des stratégies d’argumentation.	Des verbes d’état.	Des modalisateurs.		ANSWERS	Des stratégies d’argumentation.							
Infinitif, Impératif, Présent de vérité générale sont des indices du :	Discours narratif.	Discours descriptif.	Discours explicatif.	Discours argumentatif.		ANSWERS	Discours descriptif.							
L’énonciateur souligne son implication par des mots exprimant le jugement dans le discours :	Narratif.	Descriptif.	Explicatif.	Argumentatif.		ANSWERS	Argumentatif.							
Quelle phrase est fausse ?	Le discours explicatif ne participe pas à l’effet de réel.	Le locuteur peut être interpelé par l’énonciateur.	Les modalisateurs révèlent l’opinion de l’auteur.	La question rhétorique n’implique aucune réponse.		ANSWERS	Le discours explicatif ne participe pas à l’effet de réel.							
														
Eléments d'analyse d'oeuvres picturales	id: + 3435													
Présenter l’image c’est :	Donner de manière objective les références et la nature de l’œuvre.	Rappeler les informations littéraires, historiques et culturelles liées à l’œuvre.	Indiquer de manière précise ce qui est représenté et souligner ce qui guide le regard de l’observateur.	Donner un avis justifié mis en relation avec d’autres critiques.		ANSWERS	Donner de manière objective les références et la nature de l’œuvre.							
Le contexte d’une œuvre c’est :	Sa provenance, son histoire, les circonstances de l'exécution.	Son contenu sur les deux premiers plans.	Son courant artistique.	Sa taille et son lieu d’exposition.		ANSWERS	Sa provenance, son histoire, les circonstances de l'exécution.							
Le style d’une œuvre c’est :	La façon de commenter un tableau.	Le courant artistique auquel elle appartient.	La façon de représenter le sujet.	La technique utilisée par l’artiste.		ANSWERS	La façon de représenter le sujet.							
Le sujet d’une œuvre c’est :	La raison qui a motivé sa création.	Ce que représente l’œuvre.	Le modèle qui a posé pour l’artiste.	L’idée défendue par l’artiste.		ANSWERS	Ce que représente l’œuvre.							
Un courant artistique c’est :	Une grande étape de l’histoire de la peinture.	Une autre façon de nommer le style.	Une période purement historique.	Une adhésion à une cause commune.		ANSWERS	Une grande étape de l’histoire de la peinture.							
La composition c’est :	La manière dont l’observateur de l’image va la percevoir.	L'ensemble des contrastes qui souligne le sujet de l’image.	L’ensemble des points d'intersection des lignes de force.	L’ensemble des éléments concernant l'organisation de l'espace à l'intérieur du cadre, mais aussi l'organisation du temps.		ANSWERS	L’ensemble des éléments concernant l'organisation de l'espace à l'intérieur du cadre, mais aussi l'organisation du temps.							
La perspective c’est :	Un effet d’horizon.	Un ensemble de lignes de forces.	Un agencement de touches et d’aplats.	Un effet créé par le peintre qui donne l’illusion de la profondeur.		ANSWERS	Un effet créé par le peintre qui donne l’illusion de la profondeur.							
Les lignes directrices c’est :	L’ensemble des segments de ligne droite qui se rejoignent en un point.	L’ensemble des diagonales, verticales, horizontales, courbes.	L’ensemble des limites entre le cadre et le hors-cadre.	L’ensemble des axes qui créent un effet de profondeur.		ANSWERS	L’ensemble des diagonales, verticales, horizontales, courbes.							
La facture d’une œuvre c’est :	La façon dont le peintre pose la peinture.	La manière de créer une perspective, des lignes directrices.	Le choix des matériaux et du support, outils, travail de la touche.	C’est la luminosité de la couleur.		ANSWERS	Le choix des matériaux et du support, outils, travail de la touche.							
La phrase fausse est :	Un aplat c’est est une surface de couleur uniforme et régulière.	Une touche peut être fluide ou franche.	Le spectateur peut être pris à témoin par des éléments représentés.	Les couleurs claires sur un fond sombre provoquent un contraste lumineux.		ANSWERS	Le spectateur peut être pris à témoin par des éléments représentés.							
														
Connaissance des techniques et usages de la prise de notes	id: + 3436													
L’objectif de la prise de note c’est :	Garder une trace écrite complète du cours.	Enregistrer tout le cours.	Stocker des informations	Mémoriser efficacement		ANSWERS	Mémoriser efficacement							
Le bon moment pour noter c’est :	Quand le professeur a fini le cours.	Quand le professeur l’ordonne	Quand le professeur a fini de développer une longue idée	Quand le professeur a fini une phrase complète		ANSWERS	Quand le professeur a fini une phrase complète							
Il faut noter :	Exactement ce que dit le professeur	Tout, y compris ce que l’on connaît déjà	Seulement les mots-clés, les notions importantes	Le strict minimum		ANSWERS	Seulement les mots-clés, les notions importantes							
Il faut conserver :	Juste les notions importantes	La structure du discours	Les détails de l’explication	Juste ce que vous voulez retenir		ANSWERS	La structure du discours							
Les connecteurs sont :	Les indicateurs d’espace seulement	Les verbes d’action	Les liens logiques qui organisant le texte et les idées	Les indicateurs de temps seulement		ANSWERS	Les liens logiques qui organisant le texte et les idées							
